Category,name,subtitle,price,discount_price
Salazones y ahumados,Bacalao ahumado Hacendado en aceite de girasol,Bandeja 110 g (80 g escurrido),"3,30 €",
Salazones y ahumados,Salmón marinado Hacendado,Paquete 80 g,"3,50 €",
Salazones y ahumados,Filetes de sardina ahumada Hacendado en aceite de girasol,Bandeja 85 g (65 g escurrido),"2,05 €",
Salazones y ahumados,Taquitos de salmón ahumado Hacendado,Paquete 100 g,"3,80 €",
Cerdo,Costillas de cerdo carnosas a tacos,Bandeja 530 g aprox.,"4,24 €",
Cerdo,Filetes lomo de cerdo,Bandeja 400 g aprox.,"2,80 €",
Cerdo,Filetes lomo de cerdo familiar,Bandeja 900 g aprox.,"6,21 €",
Cerdo,Carrillada de cerdo,Bandeja 500 g aprox.,"6,55 €",
Cerdo,Costilla de cerdo ibérico adobada,Bandeja 500 g aprox.,"3,43 €",
Cerdo,Chuletas de cerdo sajonia,Bandeja 290 g aprox.,"2,77 €",
Cerdo,Costilla de cerdo churrasco,Pieza 900 g aprox.,"4,95 €",
Cerdo,Panceta de cerdo,Bandeja 500 g aprox.,"3,50 €",
Cerdo,Manos de cerdo,Bandeja 500 g aprox.,"3,25 €",
Cerdo,Cerdo a tacos,Bandeja 560 g aprox.,"3,22 €",
Cerdo,Filetes lomo de cerdo adobado,Bandeja 470 g aprox.,"3,29 €",
Cerdo,Filetes lomo de cerdo adobado familiar,Bandeja 900 g aprox.,"6,08 €",
Cerdo,San Jacobos de cerdo sin gluten,Bandeja 400 g aprox.,"2,52 €",
Cerdo,Filetes lomo de cerdo cabeza,Bandeja 550 g aprox.,"3,69 €",
Cerdo,Flautas de bacón y queso,Bandeja 280 g,"2,20 €",
Cerdo,Secreto de cerdo,Bandeja 400 g aprox.,"2,44 €",
Cerdo,Media careta de cerdo sin oreja,Bandeja 420 g aprox.,"2,60 €",
Cerdo,Manteca de cerdo Mont-Palau para cocinar,Tarrina 400 g,"2,30 €",
Cerdo,Fiambre de magro de cerdo adobado,Paquete 370 g,"2,68 €",
Cerdo,Filetes hígado de cerdo,Bandeja 450 g aprox.,"2,52 €",
Cerdo,Filetes lomo de cerdo ibérico adobado,Paquete 220 g aprox.,"4,82 €",
Cerdo,Medallones preparado de solomillo cerdo provenzal,Bandeja 400 g aprox.,"4,36 €",
Cerdo,Pinchos de cerdo sin varilla,Bandeja 510 g aprox.,"4,05 €",
Cerdo,Chuletas lomo de cerdo,Bandeja 480 g aprox.,"3,10 €",
Cerdo,Chuletas aguja de cerdo,Bandeja 650 g aprox.,"3,64 €",
Cerdo,Solomillo de cerdo,Paquete 500 g aprox.,"4,10 €",
Cerdo,Lagarto de cerdo,Bandeja 500 g aprox.,"4,00 €",
Cerdo,Oreja de cerdo,Bandeja 520 g aprox.,"3,74 €",
Cerdo,Fiambre de magreta de cerdo adobada,Bandeja 350 g,"2,70 €",
Cerdo,Codillo de cerdo semicocido al estilo Alemán,"Pieza 1,1 kg aprox.","5,49 €",
Cerdo,Codillo de cerdo,Pieza 950 g aprox.,"3,99 €",
Cerdo,Panceta adobada torrezno,Pieza 400 g aprox.,"4,20 €",
Cerdo,Filetes lomo de cerdo extra tiernos,Bandeja 460 g aprox.,"3,49 €",
Cerdo,Lomo de cerdo trozo,Pieza 800 g aprox.,"4,00 €",
Cerdo,Pieza cabeza lomo de cerdo,"Pieza 1,2 kg aprox.","6,12 €",
Cerdo,Costilla de cerdo finas hierbas,Pieza 1 kg aprox.,"6,50 €",
Aves y pollo,Filetes pechuga de pavo,Bandeja 650 g aprox.,"5,49 €",
Aves y pollo,Filetes pechuga de pavo corte fino,Bandeja 500 g aprox.,"4,98 €",
Aves y pollo,Chuletas de pavo contramuslo,Bandeja 660 g aprox.,"4,72 €",
Aves y pollo,Tacos de pavo,Bandeja 650 g aprox.,"4,94 €",
Aves y pollo,Solomillo de pavo,Bandeja 550 g aprox.,"4,51 €",
Aves y pollo,"Brochetas de pavo, pimiento verde y rojo con varilla",Bandeja 450 g aprox.,"3,65 €",
Aves y pollo,Filetes pechuga de pavo pimentón,Bandeja 550 g aprox.,"4,57 €",
Aves y pollo,Filetes de pavo contramuslo,Bandeja 600 g aprox.,"4,98 €",
Aves y pollo,Foie gras de pato fresco,Paquete 135 g,"9,45 €",
Aves y pollo,Codornices,Bandeja 350 g aprox.,"4,20 €",
Aves y pollo,Magret de pato,Pieza 380 g aprox.,"9,12 €",
Aves y pollo,Filetes pechuga de pollo corte fino,Bandeja 500 g aprox.,"3,95 €",
Aves y pollo,Filetes pechuga de pollo,Bandeja 650 g aprox.,"4,81 €",
Aves y pollo,Contramuslos de pollo deshuesados y sin piel,Bandeja 550 g aprox.,"3,69 €",
Aves y pollo,Solomillos de pollo,Bandeja 600 g aprox.,"4,89 €",
Aves y pollo,Pechugas enteras de pollo,"Bandeja 1,2 kg aprox.","6,95 €",
Aves y pollo,Pechugas enteras de pollo,Bandeja 500 g aprox.,"3,33 €",
Aves y pollo,Cuartos traseros familiar de pollo,"Bandeja 1,6 kg aprox.","4,96 €",
Aves y pollo,Cuartos traseros de pollo,Bandeja 800 g aprox.,"2,64 €",
Aves y pollo,"Brochetas de pollo, pimiento verde y tocino de cerdo con varilla",Bandeja 370 g aprox.,"3,14 €",
Aves y pollo,Muslos de pollo deshuesados con piel,Bandeja 500 g aprox.,"2,78 €",
Aves y pollo,Medio pollo troceado,Bandeja 900 g aprox.,"3,60 €",
Aves y pollo,Jamoncitos de pollo,Bandeja 920 g aprox.,"3,50 €",
Aves y pollo,Alas partidas de pollo,Bandeja 600 g aprox.,"3,12 €",
Aves y pollo,Carcasa y espinazo de pollo,Bandeja 1 kg aprox.,"1,30 €",
Aves y pollo,Filetes pechuga de pollo marinadas empanadas sin gluten,Bandeja 360 g aprox.,"2,81 €",
Aves y pollo,Filetes pechuga de pollo finas hierbas marinadas,Bandeja 650 g aprox.,"4,81 €",
Aves y pollo,Filetes pechuga de pollo certificado alimentado con un 50% de maíz,Bandeja 500 g aprox.,"4,35 €",
Aves y pollo,Flautas de pollo y queso,Bandeja 280 g,"2,20 €",
Aves y pollo,Pollo entero,"Bandeja 1,9 kg aprox.","6,18 €",
Aves y pollo,Hígados y corazones de pollo,Bandeja 300 g aprox.,"1,15 €",
Aves y pollo,Cuartos traseros de pollo certificado alimentado con un 50% de maíz,Bandeja 900 g aprox.,"4,14 €",
Aves y pollo,Alas de pollo,Bandeja 980 g aprox.,"4,36 €",
Aves y pollo,Alas de pollo adobadas,Bandeja 680 g aprox.,"3,60 €",
Aves y pollo,Contramuslos de pollo sin piel,Bandeja 900 g aprox.,"3,51 €",
Aves y pollo,Carcasa de pollo certificado alimentado con un 50% de maíz,Bandeja 750 g aprox.,"2,03 €",
Aves y pollo,Jamoncitos de pollo certificado alimentado con un 50% de maíz,Bandeja 850 g aprox.,"4,67 €",
Aves y pollo,Pollo certificado entero alimentado con un 50% de maíz,"Bandeja 1,8 kg aprox.","7,65 €",
Aves y pollo,Pechugas enteras de pollo certificado alimentado con un 50% de maíz,Bandeja 550 g aprox.,"4,62 €",
Aves y pollo,Alas partidas de pollo certificado alimentado con un 50% de maíz,Bandeja 590 g aprox.,"4,07 €",
Aves y pollo,Mollejas de pollo,Tarrina 300 g aprox.,"1,57 €",
Aves y pollo,Patas de pollo,Bandeja 450 g aprox.,"1,82 €",
Aves y pollo,Picantones enteros de pollo,Bandeja 950 g aprox.,"8,74 €",
Aves y pollo,Filetes pechuga de pollo extra tiernos,Bandeja 560 g aprox.,"4,14 €",
Aves y pollo,Solomillos de pollo certificado alimentado con un 50% de maíz,Bandeja 500 g aprox.,"5,40 €",
Aves y pollo,Lagrimitas de pollo al limón empanadas sin gluten,Bandeja 340 g aprox.,"2,75 €",
Aves y pollo,Filetes solomillos de pollo marinados empanados sin gluten,Bandeja 465 g aprox.,"3,95 €",
Aves y pollo,Cuellos de pollo,Bandeja 638 g aprox.,"1,91 €",
Aves y pollo,Alas de pollo adobadas picantes,Bandeja 457 g aprox.,"2,74 €",
Aves y pollo,Medallones pechuga de pollo al ajillo,Bandeja 650 g aprox.,"4,45 €",
Aves y pollo,Pincho Mexicano de pollo con varilla,Bandeja 400 g aprox.,"4,00 €",
Aves y pollo,Wok de pollo adobado y verduras,Bandeja 460 g aprox.,"3,36 €",
Aves y pollo,Contramuslos deshuesados y sin piel de pollo certificado alimentado con un 50% de maíz,Bandeja 550 g aprox.,"4,40 €",
Vacuno,Filetes de vacuno 1º B añojo para plancha o guisar,Bandeja 500 g aprox.,"7,90 €",
Vacuno,Tacos de vacuno añojo para guisar,Bandeja 600 g aprox.,"8,64 €",
Vacuno,Filetes lomo de vacuno añojo para plancha,Bandeja 500 g aprox.,"9,75 €",
Vacuno,Solomillo de vacuno añojo para plancha,Bandeja 300 g aprox.,"11,37 €",
Vacuno,Carpaccio de vacuno,Bandeja 110 g,"3,95 €",
Vacuno,Filetes de vacuno añojo para plancha,Bandeja 500 g aprox.,"8,20 €",
Vacuno,Entrecot de vacuno añojo fino para barbacoa o plancha,Bandeja 500 g aprox.,"11,50 €",
Vacuno,Entrecot de vacuno añojo grueso para barbacoa o plancha,Bandeja 380 g aprox.,"8,74 €",
Vacuno,Filetes hígado de vacuno,Bandeja 600 g aprox.,"5,82 €",
Vacuno,Filetes de vacuno añojo para empanar,Bandeja 500 g aprox.,"8,15 €",
Vacuno,Chuletón de vacuno añojo para barbacoa o plancha,Bandeja 550 g aprox.,"10,73 €",
Vacuno,Filetes de vacuno marinado extra tiernos,Bandeja 500 g aprox.,"7,90 €",
Vacuno,Steak Tartar de vacuno marinado,Bandeja 200 g,"5,50 €",
Conejo y cordero,Medio conejo troceado,Bandeja 600 g aprox.,"5,37 €",
Conejo y cordero,Conejo entero,"Pieza 1,3 kg aprox.","10,60 €",
Conejo y cordero,Chuletas de cordero palo y riñonada,Bandeja 630 g aprox.,"18,27 €",
Conejo y cordero,Chuletas de cordero lechal,Bandeja 530 g aprox.,"18,82 €",
Conejo y cordero,Cordero chuleteado,Bandeja 775 g aprox.,"16,66 €",
Conejo y cordero,Burger de cordero al romero,Paquete 2 ud. (240 g),"3,70 €",
Embutido,Longaniza magro fresca,Bandeja 535 g aprox.,"3,37 €",
Embutido,Longaniza fresca sin tripa,Bandeja 560 g,"3,30 €",
Embutido,Longaniza fresca de pollo,Bandeja 550 g aprox.,"3,91 €",
Embutido,Morcilla de cebolla oreada,Bandeja 280 g aprox.,"1,90 €",
Embutido,Chorizo oreado,Bandeja 360 g aprox.,"2,57 €",
Embutido,Chistorra,Paquete 220 g,"1,55 €",
Embutido,Longaniza roja fresca,Bandeja 270 g aprox.,"2,03 €",
Embutido,Longaniza fresca estilo criollo,Bandeja 380 g aprox.,"2,96 €",
Embutido,Butifarra fresca,Bandeja 640 g aprox.,"3,68 €",
Embutido,Embutido surtido oreado,Bandeja 500 g aprox.,"3,88 €",
Embutido,Morcilla de arroz y cebolla,Paquete 300 g aprox.,"1,63 €",
Embutido,Chorizo aperitivo,Bandeja 300 g aprox.,"2,59 €",
Embutido,Chorizo picante aperitivo,Bandeja 375 g aprox.,"3,24 €",
Hamburguesas y picadas,Burger de cerdo,Bandeja 6 ud. (540 g),"2,65 €","2,65 €"
Hamburguesas y picadas,Burger de vacuno y cerdo,Bandeja 6 ud. (540 g),"4,00 €",
Hamburguesas y picadas,Burger de vacuno,Bandeja 6 ud. (540 g),"5,10 €",
Hamburguesas y picadas,Burger de pollo,Bandeja 6 ud. (540 g),"3,80 €","3,80 €"
Hamburguesas y picadas,Burger de vacuno gruesas,Bandeja 2 ud. (360 g),"4,30 €",
Hamburguesas y picadas,Burger de vacuno y cerdo con jamón y cebolla caramelizada,Bandeja 2 ud. (240 g),"2,60 €",
Hamburguesas y picadas,Burger de pavo y espinacas,Bandeja 2 ud. (240 g),"2,20 €",
Hamburguesas y picadas,Mini burgers de pollo,Bandeja 8 ud. (280 g),"2,70 €",
Hamburguesas y picadas,Mini burgers de vacuno y cerdo,Bandeja 8 ud. (280 g),"2,65 €",
Hamburguesas y picadas,Burger americana gruesas,Bandeja 2 ud. (360 g),"3,10 €",
Hamburguesas y picadas,Burger de pollo certificado gruesas alimentado con un 50% de maíz,Bandeja 2 ud. (360 g),"3,40 €",
Hamburguesas y picadas,Burger Crunchy Chicken,Bandeja 2 ud. (240 g),"1,90 €",
Hamburguesas y picadas,Hamburguesa de lomo de vacuno,Paquete 2 ud. (240 g),"4,00 €",
Hamburguesas y picadas,Burger de vaca madurada,Paquete 180 g,"2,80 €",
Hamburguesas y picadas,Burger de cordero al romero,Paquete 2 ud. (240 g),"3,70 €",
Hamburguesas y picadas,Preparado de carne picada vacuno y cerdo,Bandeja 500 g,"3,70 €",
Hamburguesas y picadas,Preparado de carne picada vacuno y cerdo,Bandeja 1 kg,"7,00 €",
Hamburguesas y picadas,Preparado de carne picada cerdo,Bandeja 500 g,"2,75 €","2,75 €"
Hamburguesas y picadas,Preparado de carne picada vacuno,Bandeja 500 g,"4,20 €",
Hamburguesas y picadas,Preparado de carne picada vacuno,Bandeja 1 kg,"8,20 €",
Hamburguesas y picadas,Albóndigas de cerdo,Bandeja 24 ud. (840 g),"4,55 €",
Hamburguesas y picadas,Albóndigas de pollo,Bandeja 840 g,"5,80 €",
Hamburguesas y picadas,Preparado de carne picada vacuno,Paquete 400 g,"4,95 €",
Hamburguesas y picadas,Preparado de carne picada pollo,Bandeja 500 g,"3,55 €",
Empanados y elaborados,Nuggets de pollo Hacendado ultracongelados,Paquete 500 g,"2,70 €",
Empanados y elaborados,Delicias de pollo Hacendado ultracongeladas,Paquete 500 g,"3,70 €",
Empanados y elaborados,Croquetas de cocido Hacendado ultracongeladas,Paquete 350 g,"2,00 €",
Empanados y elaborados,Nuggets de pavo Hacendado ultracongelados,Paquete 400 g,"3,40 €",
Empanados y elaborados,Pollo marinado rebozado Crispy American Style Hacendado ultracongelado,Paquete 500 g,"4,90 €",
Empanados y elaborados,"Brochetas de pollo, pimiento verde y tocino de cerdo con varilla",Bandeja 370 g aprox.,"3,14 €",
Empanados y elaborados,Flautas de pollo y queso,Bandeja 280 g,"2,20 €",
Empanados y elaborados,Flautas de bacón y queso,Bandeja 280 g,"2,20 €",
Empanados y elaborados,Filetes lomo de cerdo adobado,Bandeja 470 g aprox.,"3,29 €",
Empanados y elaborados,Filetes lomo de cerdo adobado familiar,Bandeja 900 g aprox.,"6,08 €",
Empanados y elaborados,San Jacobos de cerdo sin gluten,Bandeja 400 g aprox.,"2,52 €",
Empanados y elaborados,Filetes pechuga de pollo finas hierbas marinadas,Bandeja 650 g aprox.,"4,81 €",
Empanados y elaborados,Filetes pechuga de pollo marinadas empanadas sin gluten,Bandeja 360 g aprox.,"2,81 €",
Empanados y elaborados,Pinchos de cerdo sin varilla,Bandeja 510 g aprox.,"4,05 €",
Empanados y elaborados,Medallones preparado de solomillo cerdo provenzal,Bandeja 400 g aprox.,"4,36 €",
Empanados y elaborados,Alas de pollo adobadas,Bandeja 680 g aprox.,"3,60 €",
Empanados y elaborados,Fiambre de magro de cerdo adobado,Paquete 370 g,"2,68 €",
Empanados y elaborados,Costilla de cerdo ibérico adobada,Bandeja 500 g aprox.,"3,43 €",
Empanados y elaborados,"Brochetas de pavo, pimiento verde y rojo con varilla",Bandeja 450 g aprox.,"3,65 €",
Empanados y elaborados,Filetes pechuga de pavo pimentón,Bandeja 550 g aprox.,"4,57 €",
Empanados y elaborados,Fiambre de pechuga de pavo adobada,Bandeja 370 g,"3,51 €",
Empanados y elaborados,Chuletas de cerdo sajonia,Bandeja 290 g aprox.,"2,77 €",
Empanados y elaborados,Filetes lomo de cerdo ibérico adobado,Paquete 220 g aprox.,"4,82 €",
Empanados y elaborados,Callos preparados de ternera Rogusa,Paquete 500 g,"3,75 €",
Empanados y elaborados,Oreja de cerdo cocida adobada Rogusa,Paquete 500 g,"4,25 €",
Empanados y elaborados,Panceta adobada torrezno,Pieza 400 g aprox.,"4,20 €",
Empanados y elaborados,Fiambre de magreta de cerdo adobada,Bandeja 350 g,"2,70 €",
Empanados y elaborados,Lagrimitas de pollo al limón empanadas sin gluten,Bandeja 340 g aprox.,"2,75 €",
Empanados y elaborados,Filetes solomillos de pollo marinados empanados sin gluten,Bandeja 465 g aprox.,"3,95 €",
Empanados y elaborados,Cachopo de vacuno con jamón y queso sin gluten,Bandeja 450 g aprox.,"6,98 €",
Empanados y elaborados,Medallones pechuga de pollo al ajillo,Bandeja 650 g aprox.,"4,45 €",
Arreglos,"Arreglo para puchero vacuno, cerdo y pollo",Bandeja 1 kg aprox.,"5,90 €",
Arreglos,Hueso vacuno,Bandeja 250 g aprox.,"1,35 €",
Arreglos,Trozo de vacuno para cocido,Bandeja 300 g aprox.,"4,11 €",
Arreglos,Compango asturiano,Paquete 250 g,"2,60 €",
Arreglos,Hueso garrón,Pieza 290 g aprox.,"1,16 €",
Arreglos,Espinazo de cerdo,Bandeja 300 g aprox.,"1,50 €",
Arreglos,Manos de cerdo,Bandeja 500 g aprox.,"3,25 €",
Arreglos,Tocino de cerdo,Paquete 190 g aprox.,"1,14 €",
Arreglos,Chorizo asturiano,Paquete 250 g,"2,78 €",
Arreglos,Hueso blanco de cerdo salado,Bandeja 350 g aprox.,"1,49 €",
Arreglos,Rabo de cerdo,Bandeja 250 g aprox.,"1,43 €",
Arreglos,Preparado de cerdo salado,Bandeja 500 g aprox.,"2,35 €",
Arreglos,Media gallina,Bandeja 450 g aprox.,"2,21 €",
Arreglos,Arreglo para cocido,Bandeja 950 g aprox.,"6,55 €",
Arreglos,Espinazo de cerdo salado,Bandeja 350 g aprox.,"1,59 €",
Carne congelada,Jamoncitos de pollo congelados,Paquete 1 kg,"3,10 €","3,10 €"
Carne congelada,Alas de pollo congeladas,Paquete 1 kg,"3,90 €","3,90 €"
Carne congelada,Medallones preparado de solomillo cerdo congelados marinados,Paquete 300 g aprox.,"3,11 €",
Carne congelada,Solomillo de pavo marinado congelado,Paquete 350 g aprox.,"2,87 €",
Carne congelada,Cuartos traseros de pollo congelados,Paquete 2 kg,"5,60 €",
Carne congelada,Solomillo de cerdo marinado congelado,Paquete 800 g aprox.,"6,24 €",
Carne congelada,Paletilla de cordero entera congelada,"Pieza 1,2 kg aprox.","17,40 €",
Carne congelada,Paletilla de lechal entera congelada,Pieza 650 g aprox.,"16,84 €",
Carne congelada,Rabo de vacuno añojo congelado,"Paquete 1,1 kg aprox.","17,05 €",
Carne congelada,Chuletas cordero de lechal congeladas,Paquete 550 g aprox.,"13,20 €",
Carne congelada,Carrillada de cerdo congelada,Paquete 460 g aprox.,"5,75 €",
Carne congelada,Carrillada de vacuno congelado,Paquete 600 g aprox.,"9,30 €",
Carne congelada,Pechugas de pollo enteras congeladas,"Paquete 1,2 kg aprox.","6,78 €",
Carne congelada,Costillar de lechón congelado,Pieza 760 g aprox.,"9,04 €",
Carne congelada,Alas de pollo barbacoa congeladas,Paquete 750 g,"3,68 €",
Carne congelada,Costilleja de cerdo congelada,Paquete 820 g aprox.,"4,59 €",
Aves y jamón cocido,Pechuga de pavo bajo en sal Hacendado finas lonchas,2 paquetes x 200 g,"3,55 €",
Aves y jamón cocido,Pechuga de pavo bajo en sal Hacendado finas lonchas,Paquete 225 g,"2,20 €",
Aves y jamón cocido,Pechuga de pavo Hacendado finas lonchas,2 paquetes x 200 g,"3,55 €",
Aves y jamón cocido,Pechuga de pavo finas lonchas Hacendado,Paquete 200 g,"2,00 €",
Aves y jamón cocido,Salchichón de pavo extra Hacendado lonchas,"4 paquetes x 37,5 g","2,55 €",
Aves y jamón cocido,Lomo de pavo Hacendado lonchas,4 paquetes x 25 g,"2,65 €",
Aves y jamón cocido,Longaniza de pavo extra Hacendado lonchas,"4 paquetes x 31,25 g","2,55 €",
Aves y jamón cocido,Tiras de pechuga pollo al horno Hacendado,Paquete 140 g,"2,25 €",
Aves y jamón cocido,Jamón de pavo Hacendado finas lonchas,Paquete 225 g,"1,66 €",
Aves y jamón cocido,Dados de pavo Hacendado,2 paquetes x 100 g,"2,20 €",
Aves y jamón cocido,Tiras de pechuga de pollo al natural Hacendado,Paquete 140 g,"2,25 €",
Aves y jamón cocido,Sticks longaniza de pollo extra Hacendado,Paquete 50 g,"1,30 €",
Aves y jamón cocido,Pechuga de pollo braseada Hacendado finas lonchas,Paquete 200 g,"2,20 €",
Aves y jamón cocido,Pechuga de pavo al horno de leña Campofrío lonchas,Paquete 125 g,"1,70 €",
Aves y jamón cocido,Pechuga de pollo Hacendado finas lonchas,Paquete 200 g,"2,20 €",
Aves y jamón cocido,Pechuga 92% pavo Hacendado lonchas,Paquete 200 g,"2,65 €",
Aves y jamón cocido,Pechuga de pavo Noel lonchas muy finas,Paquete 200 g,"2,20 €",
Aves y jamón cocido,Pollo 97% relleno La Carloteña asado al horno lonchas,Paquete 150 g,"2,25 €",
Aves y jamón cocido,Jamón de pavo Hacendado,Pieza 500 g,"2,46 €",
Aves y jamón cocido,Longaniza de pavo Imperial extra Hacendado,Pieza 235 g,"3,76 €",
Aves y jamón cocido,Pollo 95% relleno con trufa La Carloteña asado al horno lonchas,Paquete 125 g,"2,25 €",
Aves y jamón cocido,Cabeza de cerdo finas lonchas Hacendado,Paquete 150 g,"1,70 €",
Aves y jamón cocido,Pechuguita de pollo 99% La Carloteña asada al horno lonchas,Paquete 125 g,"2,50 €",
Aves y jamón cocido,Maxi pavo Hacendado finas lonchas,Paquete 400 g,"2,80 €",
Aves y jamón cocido,Lomo asado La Carloteña lonchas,Paquete 125 g,"2,70 €",
Aves y jamón cocido,Jamón cocido extra Hacendado finas lonchas,2 paquetes x 225 g,"3,45 €",
Aves y jamón cocido,Jamón cocido extra Hacendado finas lonchas,Paquete 200 g,"2,05 €",
Aves y jamón cocido,Jamón cocido extra Hacendado lonchas,Paquete 200 g,"2,04 €",
Aves y jamón cocido,Jamón cocido Hacendado lonchas,Paquete 200 g,"2,41 €",
Aves y jamón cocido,Jamón cocido extra sándwich Hacendado lonchas,Paquete 250 g,"2,05 €",
Aves y jamón cocido,Maxi york Hacendado finas lonchas,Paquete 500 g,"2,38 €",
Aves y jamón cocido,Jamón cocido extra Noel lonchas,Paquete 200 g,"2,29 €",
Aves y jamón cocido,Jamón cocido jugoso Hacendado,Paquete 225 g,"1,82 €",
Aves y jamón cocido,Jamón cocido braseado Noel lonchas,Paquete 200 g,"2,24 €",
Aves y jamón cocido,Jamón cocido Noel lonchas,Paquete 120 g,"2,30 €",
Aves y jamón cocido,Fiambre magro sándwich Hacendado lonchas,Paquete 300 g,"1,85 €",
Aves y jamón cocido,Lacón cortado a mano Noel,Paquete 250 g,"3,40 €",
Aves y jamón cocido,Magro de cerdo cocido Coren,Lata 240 g,"2,69 €",
Aves y jamón cocido,Maxi york Hacendado,Pieza 2 kg,"6,24 €",
Aves y jamón cocido,Lacón al horno Noel lonchas,Paquete 200 g,"2,19 €",
Aves y jamón cocido,Maxi lomo Hacendado finas lonchas,Paquete 400 g,"2,60 €",
Aves y jamón cocido,Pechuga de pollo 92% Hacendado lonchas,Paquete 200 g,"2,65 €",
Chopped y mortadela,Chopped cerdo Hacendado lonchas,Paquete 250 g,"1,39 €",
Chopped y mortadela,Chopped cocido en lata Hacendado finas lonchas,Paquete 150 g,"1,71 €",
Chopped y mortadela,Chopped Hacendado,Pieza 500 g,"2,25 €",
